M,T,t_min,t_max,res_mean,res_std,eig_min,eig_max,eig_mean,eig_std
220,41,-3.0,3.0,1.0262716652453363,0.3598075162121958,0.0011810630203398476,152.5108436549603,1.0,10.464224768228174
